country,state,city_x,lat,lon,wind_speed_50m,wind_speed_100m,wind_speed_150m,region,city_y,latitude,longitude,annual_dni,annual_ghi,annual_tilt,collection_date,annual_dni_value,annual_ghi_value,annual_tilt_value,avg_wind_speed,wind_speed_increase_rate,solar_potential_index,renewable_score
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Alabama,Birmingham,33.5186,-86.8104,"{'annual': 4.24, 'monthly': {'jan': 3.71, 'feb': 4.05, 'mar': 4.7, 'apr': 4.83, 'may': 4.71, 'jun': 4.57, 'jul': 4.31, 'aug': 4.51, 'sep': 3.96, 'oct': 4.11, 'nov': 3.99, 'dec': 3.39}}","{'annual': 4.45, 'monthly': {'jan': 2.54, 'feb': 3.27, 'mar': 4.49, 'apr': 5.42, 'may': 6.12, 'jun': 6.17, 'jul': 5.95, 'aug': 5.66, 'sep': 4.64, 'oct': 3.82, 'nov': 2.93, 'dec': 2.3}}","{'annual': 5.0, 'monthly': {'jan': 3.93, 'feb': 4.45, 'mar': 5.31, 'apr': 5.58, 'may': 5.76, 'jun': 5.58, 'jul': 5.52, 'aug': 5.66, 'sep': 5.2, 'oct': 4.94, 'nov': 4.39, 'dec': 3.67}}",2025-09-01T19:24:08.288,4.24,4.45,5.0,5.487916333333334,47.81676071089706,4.5633333333333335,70.70901820398132
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Arizona,Phoenix,33.4484,-112.074,"{'annual': 7.35, 'monthly': {'jan': 6.24, 'feb': 6.46, 'mar': 7.21, 'apr': 8.23, 'may': 8.53, 'jun': 9.19, 'jul': 7.81, 'aug': 7.22, 'sep': 7.51, 'oct': 7.09, 'nov': 6.64, 'dec': 6.08}}","{'annual': 5.78, 'monthly': {'jan': 3.46, 'feb': 4.31, 'mar': 5.76, 'apr': 7.16, 'may': 7.96, 'jun': 8.31, 'jul': 7.49, 'aug': 6.81, 'sep': 6.12, 'oct': 4.94, 'nov': 3.8, 'dec': 3.18}}","{'annual': 6.68, 'monthly': {'jan': 5.73, 'feb': 6.17, 'mar': 6.99, 'apr': 7.47, 'may': 7.41, 'jun': 7.3, 'jul': 6.82, 'aug': 6.85, 'sep': 7.08, 'oct': 6.74, 'nov': 6.08, 'dec': 5.53}}",2025-09-01T19:24:18.603,7.35,5.78,6.68,5.487916333333334,47.81676071089706,6.603333333333333,86.01667203089477
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Arkansas,Little Rock,34.7465,-92.2896,"{'annual': 4.37, 'monthly': {'jan': 3.36, 'feb': 3.69, 'mar': 4.04, 'apr': 4.88, 'may': 4.55, 'jun': 5.09, 'jul': 5.34, 'aug': 5.45, 'sep': 4.77, 'oct': 4.2, 'nov': 3.62, 'dec': 3.38}}","{'annual': 4.41, 'monthly': {'jan': 2.37, 'feb': 3.12, 'mar': 4.1, 'apr': 5.38, 'may': 5.75, 'jun': 6.35, 'jul': 6.32, 'aug': 5.99, 'sep': 4.88, 'oct': 3.67, 'nov': 2.72, 'dec': 2.24}}","{'annual': 4.97, 'monthly': {'jan': 3.7, 'feb': 4.28, 'mar': 4.84, 'apr': 5.59, 'may': 5.4, 'jun': 5.71, 'jul': 5.83, 'aug': 6.04, 'sep': 5.6, 'oct': 4.85, 'nov': 4.12, 'dec': 3.69}}",2025-09-01T19:24:23.896,4.37,4.41,4.97,5.487916333333334,47.81676071089706,4.583333333333333,70.85909324150009
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,California,Los Angeles,34.0522,-118.2437,"{'annual': 5.72, 'monthly': {'jan': 4.51, 'feb': 4.33, 'mar': 5.46, 'apr': 6.45, 'may': 6.05, 'jun': 6.51, 'jul': 7.39, 'aug': 7.04, 'sep': 6.23, 'oct': 5.23, 'nov': 5.01, 'dec': 4.39}}","{'annual': 5.3, 'monthly': {'jan': 3.06, 'feb': 3.65, 'mar': 5.15, 'apr': 6.35, 'may': 6.89, 'jun': 7.24, 'jul': 7.65, 'aug': 7.02, 'sep': 5.79, 'oct': 4.42, 'nov': 3.46, 'dec': 2.82}}","{'annual': 6.06, 'monthly': {'jan': 4.88, 'feb': 5.04, 'mar': 6.19, 'apr': 6.61, 'may': 6.51, 'jun': 6.51, 'jul': 7.06, 'aug': 7.12, 'sep': 6.68, 'oct': 5.9, 'nov': 5.39, 'dec': 4.72}}",2025-09-01T19:24:29.019,5.72,5.3,6.06,5.487916333333334,47.81676071089706,5.6933333333333325,79.18825782379122
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Colorado,Denver,39.7392,-104.9903,"{'annual': 6.12, 'monthly': {'jan': 5.01, 'feb': 5.65, 'mar': 6.08, 'apr': 6.2, 'may': 6.37, 'jun': 7.38, 'jul': 7.41, 'aug': 6.61, 'sep': 6.81, 'oct': 5.86, 'nov': 5.17, 'dec': 4.94}}","{'annual': 4.83, 'monthly': {'jan': 2.51, 'feb': 3.52, 'mar': 4.74, 'apr': 5.72, 'may': 6.59, 'jun': 7.21, 'jul': 7.11, 'aug': 6.19, 'sep': 5.35, 'oct': 3.89, 'nov': 2.78, 'dec': 2.26}}","{'annual': 5.85, 'monthly': {'jan': 4.79, 'feb': 5.57, 'mar': 6.13, 'apr': 6.14, 'may': 6.24, 'jun': 6.43, 'jul': 6.56, 'aug': 6.38, 'sep': 6.52, 'oct': 5.76, 'nov': 5.03, 'dec': 4.64}}",2025-09-01T19:24:34.031,6.12,4.83,5.85,5.487916333333334,47.81676071089706,5.599999999999999,78.48790764870367
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Connecticut,Bridgeport,41.1792,-73.1894,"{'annual': 3.67, 'monthly': {'jan': 2.67, 'feb': 3.52, 'mar': 3.89, 'apr': 4.06, 'may': 4.17, 'jun': 4.27, 'jul': 4.53, 'aug': 4.37, 'sep': 4.04, 'oct': 3.24, 'nov': 2.63, 'dec': 2.67}}","{'annual': 3.89, 'monthly': {'jan': 1.83, 'feb': 2.76, 'mar': 3.81, 'apr': 4.75, 'may': 5.51, 'jun': 5.81, 'jul': 5.96, 'aug': 5.29, 'sep': 4.28, 'oct': 2.95, 'nov': 2.02, 'dec': 1.66}}","{'annual': 4.54, 'monthly': {'jan': 3.21, 'feb': 4.2, 'mar': 4.77, 'apr': 5.04, 'may': 5.24, 'jun': 5.28, 'jul': 5.58, 'aug': 5.44, 'sep': 5.08, 'oct': 4.13, 'nov': 3.33, 'dec': 3.12}}",2025-09-01T19:24:39.770,3.67,3.89,4.54,5.487916333333334,47.81676071089706,4.033333333333334,66.7320297097342
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Delaware,Wilmington,39.7391,-75.5398,"{'annual': 4.11, 'monthly': {'jan': 3.45, 'feb': 4.08, 'mar': 4.45, 'apr': 4.53, 'may': 4.55, 'jun': 4.53, 'jul': 4.75, 'aug': 4.41, 'sep': 4.19, 'oct': 3.9, 'nov': 3.21, 'dec': 3.32}}","{'annual': 4.09, 'monthly': {'jan': 2.08, 'feb': 2.97, 'mar': 4.03, 'apr': 4.97, 'may': 5.71, 'jun': 6.01, 'jul': 6.07, 'aug': 5.37, 'sep': 4.4, 'oct': 3.26, 'nov': 2.28, 'dec': 1.89}}","{'annual': 4.81, 'monthly': {'jan': 3.72, 'feb': 4.52, 'mar': 5.06, 'apr': 5.26, 'may': 5.43, 'jun': 5.45, 'jul': 5.65, 'aug': 5.47, 'sep': 5.18, 'oct': 4.59, 'nov': 3.77, 'dec': 3.58}}",2025-09-01T19:24:44.829,4.11,4.09,4.81,5.487916333333334,47.81676071089706,4.336666666666666,69.00816777876872
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Florida,Jacksonville,30.3322,-81.6557,"{'annual': 4.64, 'monthly': {'jan': 4.62, 'feb': 4.89, 'mar': 5.49, 'apr': 5.76, 'may': 5.61, 'jun': 4.48, 'jul': 4.46, 'aug': 4.22, 'sep': 3.7, 'oct': 4.11, 'nov': 4.37, 'dec': 4.03}}","{'annual': 4.77, 'monthly': {'jan': 3.2, 'feb': 3.94, 'mar': 5.08, 'apr': 6.14, 'may': 6.58, 'jun': 6.0, 'jul': 5.94, 'aug': 5.5, 'sep': 4.56, 'oct': 4.05, 'nov': 3.38, 'dec': 2.84}}","{'annual': 5.31, 'monthly': {'jan': 4.75, 'feb': 5.21, 'mar': 5.89, 'apr': 6.29, 'may': 6.17, 'jun': 5.41, 'jul': 5.47, 'aug': 5.45, 'sep': 4.96, 'oct': 5.03, 'nov': 4.8, 'dec': 4.3}}",2025-09-01T19:24:50.172,4.64,4.77,5.31,5.487916333333334,47.81676071089706,4.906666666666666,73.28530634805335
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Georgia,Atlanta,33.749,-84.388,"{'annual': 4.42, 'monthly': {'jan': 4.15, 'feb': 4.48, 'mar': 4.81, 'apr': 4.99, 'may': 4.97, 'jun': 4.85, 'jul': 4.48, 'aug': 4.31, 'sep': 4.08, 'oct': 4.27, 'nov': 4.14, 'dec': 3.56}}","{'annual': 4.5, 'monthly': {'jan': 2.71, 'feb': 3.41, 'mar': 4.49, 'apr': 5.48, 'may': 6.18, 'jun': 6.33, 'jul': 6.01, 'aug': 5.57, 'sep': 4.6, 'oct': 3.84, 'nov': 2.97, 'dec': 2.34}}","{'annual': 5.09, 'monthly': {'jan': 4.26, 'feb': 4.73, 'mar': 5.34, 'apr': 5.65, 'may': 5.8, 'jun': 5.71, 'jul': 5.56, 'aug': 5.57, 'sep': 5.16, 'oct': 5.01, 'nov': 4.49, 'dec': 3.79}}",2025-09-01T19:24:55.328,4.42,4.5,5.09,5.487916333333334,47.81676071089706,4.67,71.50941840408137
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Hawaii,Honolulu,21.3069,-157.8583,"{'annual': 5.68, 'monthly': {'jan': 4.92, 'feb': 5.05, 'mar': 5.24, 'apr': 5.54, 'may': 6.03, 'jun': 6.47, 'jul': 6.43, 'aug': 6.87, 'sep': 6.71, 'oct': 5.47, 'nov': 4.85, 'dec': 4.6}}","{'annual': 5.67, 'monthly': {'jan': 4.16, 'feb': 4.82, 'mar': 5.61, 'apr': 6.37, 'may': 6.78, 'jun': 7.1, 'jul': 6.95, 'aug': 6.84, 'sep': 6.25, 'oct': 5.14, 'nov': 4.22, 'dec': 3.82}}","{'annual': 5.97, 'monthly': {'jan': 5.25, 'feb': 5.67, 'mar': 6.06, 'apr': 6.33, 'may': 6.3, 'jun': 6.4, 'jul': 6.36, 'aug': 6.62, 'sep': 6.58, 'oct': 5.92, 'nov': 5.23, 'dec': 4.93}}",2025-09-01T19:25:00.321,5.68,5.67,5.97,5.487916333333334,47.81676071089706,5.773333333333333,79.78855797386626
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Idaho,Boise,43.615,-116.2023,"{'annual': 6.0, 'monthly': {'jan': 2.72, 'feb': 4.18, 'mar': 5.18, 'apr': 6.16, 'may': 7.51, 'jun': 8.65, 'jul': 9.4, 'aug': 8.8, 'sep': 7.72, 'oct': 5.84, 'nov': 3.14, 'dec': 2.62}}","{'annual': 4.62, 'monthly': {'jan': 1.56, 'feb': 2.65, 'mar': 4.03, 'apr': 5.6, 'may': 6.86, 'jun': 7.67, 'jul': 7.85, 'aug': 6.88, 'sep': 5.4, 'oct': 3.56, 'nov': 1.88, 'dec': 1.36}}","{'annual': 5.48, 'monthly': {'jan': 2.97, 'feb': 4.39, 'mar': 5.37, 'apr': 6.12, 'may': 6.54, 'jun': 6.83, 'jul': 7.26, 'aug': 7.29, 'sep': 6.97, 'oct': 5.7, 'nov': 3.47, 'dec': 2.82}}",2025-09-01T19:25:05.456,6.0,4.62,5.48,5.487916333333334,47.81676071089706,5.366666666666667,76.73703221098484
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Illinois,Chicago,41.8781,-87.6298,"{'annual': 3.72, 'monthly': {'jan': 2.68, 'feb': 3.11, 'mar': 3.61, 'apr': 4.21, 'may': 4.2, 'jun': 4.84, 'jul': 5.08, 'aug': 4.54, 'sep': 4.57, 'oct': 3.25, 'nov': 2.45, 'dec': 2.14}}","{'annual': 3.89, 'monthly': {'jan': 1.78, 'feb': 2.56, 'mar': 3.63, 'apr': 4.79, 'may': 5.51, 'jun': 6.16, 'jul': 6.18, 'aug': 5.27, 'sep': 4.44, 'oct': 2.9, 'nov': 1.89, 'dec': 1.45}}","{'annual': 4.5, 'monthly': {'jan': 3.17, 'feb': 3.85, 'mar': 4.56, 'apr': 5.12, 'may': 5.24, 'jun': 5.59, 'jul': 5.77, 'aug': 5.44, 'sep': 5.37, 'oct': 4.1, 'nov': 3.12, 'dec': 2.65}}",2025-09-01T19:25:10.934,3.72,3.89,4.5,5.487916333333334,47.81676071089706,4.036666666666666,66.75704221598733
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Indiana,Indianapolis,39.7684,-86.1581,"{'annual': 3.88, 'monthly': {'jan': 2.89, 'feb': 3.25, 'mar': 3.89, 'apr': 4.24, 'may': 4.38, 'jun': 4.89, 'jul': 4.85, 'aug': 4.64, 'sep': 4.71, 'oct': 3.62, 'nov': 2.78, 'dec': 2.44}}","{'annual': 4.01, 'monthly': {'jan': 1.91, 'feb': 2.64, 'mar': 3.78, 'apr': 4.81, 'may': 5.64, 'jun': 6.19, 'jul': 6.07, 'aug': 5.46, 'sep': 4.62, 'oct': 3.16, 'nov': 2.08, 'dec': 1.62}}","{'annual': 4.6, 'monthly': {'jan': 3.28, 'feb': 3.87, 'mar': 4.68, 'apr': 5.09, 'may': 5.33, 'jun': 5.6, 'jul': 5.64, 'aug': 5.58, 'sep': 5.49, 'oct': 4.4, 'nov': 3.37, 'dec': 2.87}}",2025-09-01T19:25:16.039,3.88,4.01,4.6,5.487916333333334,47.81676071089706,4.163333333333333,67.70751745360613
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Iowa,Des Moines,41.5868,-93.625,"{'annual': 4.26, 'monthly': {'jan': 2.86, 'feb': 3.54, 'mar': 4.01, 'apr': 4.77, 'may': 4.88, 'jun': 5.13, 'jul': 5.72, 'aug': 5.15, 'sep': 5.16, 'oct': 3.82, 'nov': 3.1, 'dec': 2.93}}","{'annual': 4.02, 'monthly': {'jan': 1.77, 'feb': 2.63, 'mar': 3.72, 'apr': 4.94, 'may': 5.74, 'jun': 6.17, 'jul': 6.36, 'aug': 5.52, 'sep': 4.62, 'oct': 3.05, 'nov': 2.06, 'dec': 1.64}}","{'annual': 4.72, 'monthly': {'jan': 3.21, 'feb': 4.03, 'mar': 4.69, 'apr': 5.31, 'may': 5.44, 'jun': 5.55, 'jul': 5.91, 'aug': 5.69, 'sep': 5.63, 'oct': 4.4, 'nov': 3.57, 'dec': 3.21}}",2025-09-01T19:25:21.048,4.26,4.02,4.72,5.487916333333334,47.81676071089706,4.333333333333333,68.9831552725156
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Kansas,Wichita,37.6872,-97.3301,"{'annual': 5.1, 'monthly': {'jan': 4.23, 'feb': 4.59, 'mar': 4.64, 'apr': 5.28, 'may': 5.46, 'jun': 5.92, 'jul': 6.58, 'aug': 6.07, 'sep': 5.44, 'oct': 4.61, 'nov': 4.38, 'dec': 3.91}}","{'annual': 4.57, 'monthly': {'jan': 2.48, 'feb': 3.33, 'mar': 4.22, 'apr': 5.43, 'may': 6.18, 'jun': 6.65, 'jul': 6.86, 'aug': 6.14, 'sep': 4.96, 'oct': 3.62, 'nov': 2.72, 'dec': 2.21}}","{'annual': 5.33, 'monthly': {'jan': 4.32, 'feb': 4.95, 'mar': 5.2, 'apr': 5.74, 'may': 5.8, 'jun': 5.94, 'jul': 6.3, 'aug': 6.26, 'sep': 5.87, 'oct': 5.04, 'nov': 4.54, 'dec': 4.04}}",2025-09-01T19:25:26.118,5.1,4.57,5.33,5.487916333333334,47.81676071089706,5.0,73.9856565231409
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Kentucky,Louisville,38.2527,-85.7585,"{'annual': 4.01, 'monthly': {'jan': 2.8, 'feb': 3.71, 'mar': 3.89, 'apr': 4.39, 'may': 4.6, 'jun': 5.01, 'jul': 4.71, 'aug': 4.93, 'sep': 4.57, 'oct': 3.92, 'nov': 3.03, 'dec': 2.55}}","{'annual': 4.12, 'monthly': {'jan': 1.96, 'feb': 2.88, 'mar': 3.84, 'apr': 4.92, 'may': 5.83, 'jun': 6.28, 'jul': 5.99, 'aug': 5.68, 'sep': 4.64, 'oct': 3.39, 'nov': 2.28, 'dec': 1.73}}","{'annual': 4.7, 'monthly': {'jan': 3.22, 'feb': 4.21, 'mar': 4.69, 'apr': 5.16, 'may': 5.5, 'jun': 5.66, 'jul': 5.54, 'aug': 5.79, 'sep': 5.43, 'oct': 4.65, 'nov': 3.61, 'dec': 2.98}}",2025-09-01T19:25:31.327,4.01,4.12,4.7,5.487916333333334,47.81676071089706,4.276666666666666,68.55794266621244
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Louisiana,New Orleans,29.9511,-90.0715,"{'annual': 4.32, 'monthly': {'jan': 3.8, 'feb': 4.22, 'mar': 4.79, 'apr': 5.17, 'may': 5.1, 'jun': 4.35, 'jul': 3.92, 'aug': 4.04, 'sep': 4.04, 'oct': 4.43, 'nov': 4.38, 'dec': 3.62}}","{'annual': 4.64, 'monthly': {'jan': 2.93, 'feb': 3.7, 'mar': 4.79, 'apr': 5.88, 'may': 6.33, 'jun': 5.94, 'jul': 5.55, 'aug': 5.34, 'sep': 4.76, 'oct': 4.21, 'nov': 3.42, 'dec': 2.74}}","{'annual': 5.12, 'monthly': {'jan': 4.19, 'feb': 4.77, 'mar': 5.48, 'apr': 5.98, 'may': 5.94, 'jun': 5.37, 'jul': 5.12, 'aug': 5.27, 'sep': 5.22, 'oct': 5.25, 'nov': 4.83, 'dec': 4.05}}",2025-09-01T19:25:36.540,4.32,4.64,5.12,5.487916333333334,47.81676071089706,4.693333333333334,71.68450594785327
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Maine,Portland,43.6591,-70.2568,"{'annual': 4.14, 'monthly': {'jan': 3.31, 'feb': 3.83, 'mar': 4.17, 'apr': 4.75, 'may': 4.6, 'jun': 4.44, 'jul': 5.14, 'aug': 5.12, 'sep': 4.87, 'oct': 3.63, 'nov': 2.75, 'dec': 3.03}}","{'annual': 3.83, 'monthly': {'jan': 1.82, 'feb': 2.65, 'mar': 3.7, 'apr': 4.85, 'may': 5.44, 'jun': 5.65, 'jul': 5.93, 'aug': 5.36, 'sep': 4.33, 'oct': 2.84, 'nov': 1.8, 'dec': 1.55}}","{'annual': 4.63, 'monthly': {'jan': 3.62, 'feb': 4.33, 'mar': 4.8, 'apr': 5.25, 'may': 5.17, 'jun': 5.09, 'jul': 5.53, 'aug': 5.6, 'sep': 5.36, 'oct': 4.24, 'nov': 3.23, 'dec': 3.3}}",2025-09-01T19:25:41.986,4.14,3.83,4.63,5.487916333333334,47.81676071089706,4.2,67.98265502239053
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Maryland,Baltimore,39.2904,-76.6122,"{'annual': 4.13, 'monthly': {'jan': 3.53, 'feb': 4.13, 'mar': 4.55, 'apr': 4.47, 'may': 4.49, 'jun': 4.7, 'jul': 4.62, 'aug': 4.34, 'sep': 4.04, 'oct': 3.96, 'nov': 3.34, 'dec': 3.39}}","{'annual': 4.13, 'monthly': {'jan': 2.15, 'feb': 3.03, 'mar': 4.11, 'apr': 4.99, 'may': 5.69, 'jun': 6.13, 'jul': 6.04, 'aug': 5.37, 'sep': 4.34, 'oct': 3.32, 'nov': 2.38, 'dec': 1.97}}","{'annual': 4.85, 'monthly': {'jan': 3.8, 'feb': 4.57, 'mar': 5.15, 'apr': 5.27, 'may': 5.4, 'jun': 5.56, 'jul': 5.62, 'aug': 5.46, 'sep': 5.07, 'oct': 4.65, 'nov': 3.91, 'dec': 3.67}}",2025-09-01T19:25:47.439,4.13,4.13,4.85,5.487916333333334,47.81676071089706,4.37,69.25829284129999
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Massachusetts,Boston,42.3601,-71.0589,"{'annual': 3.79, 'monthly': {'jan': 3.09, 'feb': 3.89, 'mar': 4.04, 'apr': 4.15, 'may': 4.05, 'jun': 4.11, 'jul': 4.51, 'aug': 4.52, 'sep': 4.32, 'oct': 3.42, 'nov': 2.65, 'dec': 2.77}}","{'annual': 3.84, 'monthly': {'jan': 1.87, 'feb': 2.79, 'mar': 3.76, 'apr': 4.73, 'may': 5.33, 'jun': 5.61, 'jul': 5.86, 'aug': 5.3, 'sep': 4.29, 'oct': 2.92, 'nov': 1.93, 'dec': 1.6}}","{'annual': 4.57, 'monthly': {'jan': 3.52, 'feb': 4.45, 'mar': 4.81, 'apr': 5.06, 'may': 5.07, 'jun': 5.08, 'jul': 5.49, 'aug': 5.49, 'sep': 5.18, 'oct': 4.22, 'nov': 3.29, 'dec': 3.18}}",2025-09-01T19:25:52.579,3.79,3.84,4.57,5.487916333333334,47.81676071089706,4.066666666666666,66.98215477226546
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Michigan,Detroit,42.3314,-83.0458,"{'annual': 3.59, 'monthly': {'jan': 2.22, 'feb': 3.22, 'mar': 3.9, 'apr': 4.35, 'may': 4.22, 'jun': 4.67, 'jul': 4.93, 'aug': 4.34, 'sep': 4.43, 'oct': 2.87, 'nov': 2.05, 'dec': 1.92}}","{'annual': 3.84, 'monthly': {'jan': 1.62, 'feb': 2.54, 'mar': 3.74, 'apr': 4.88, 'may': 5.53, 'jun': 6.09, 'jul': 6.1, 'aug': 5.22, 'sep': 4.4, 'oct': 2.76, 'nov': 1.72, 'dec': 1.37}}","{'annual': 4.41, 'monthly': {'jan': 2.8, 'feb': 3.89, 'mar': 4.74, 'apr': 5.23, 'may': 5.25, 'jun': 5.52, 'jul': 5.67, 'aug': 5.37, 'sep': 5.31, 'oct': 3.85, 'nov': 2.76, 'dec': 2.47}}",2025-09-01T19:25:57.664,3.59,3.84,4.41,5.487916333333334,47.81676071089706,3.9466666666666668,66.08170454715291
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Minnesota,Minneapolis,44.9778,-93.265,"{'annual': 4.09, 'monthly': {'jan': 2.81, 'feb': 3.57, 'mar': 4.17, 'apr': 4.87, 'may': 4.63, 'jun': 4.88, 'jul': 5.77, 'aug': 5.13, 'sep': 4.59, 'oct': 3.17, 'nov': 2.72, 'dec': 2.79}}","{'annual': 3.79, 'monthly': {'jan': 1.58, 'feb': 2.44, 'mar': 3.59, 'apr': 4.91, 'may': 5.49, 'jun': 5.95, 'jul': 6.35, 'aug': 5.31, 'sep': 4.17, 'oct': 2.57, 'nov': 1.7, 'dec': 1.36}}","{'annual': 4.56, 'monthly': {'jan': 3.16, 'feb': 4.04, 'mar': 4.74, 'apr': 5.39, 'may': 5.23, 'jun': 5.38, 'jul': 5.93, 'aug': 5.57, 'sep': 5.2, 'oct': 3.83, 'nov': 3.18, 'dec': 3.01}}",2025-09-01T19:26:02.737,4.09,3.79,4.56,5.487916333333334,47.81676071089706,4.1466666666666665,67.5824549223405
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Mississippi,Jackson,32.2988,-90.1848,"{'annual': 4.39, 'monthly': {'jan': 3.61, 'feb': 3.99, 'mar': 4.48, 'apr': 5.07, 'may': 4.86, 'jun': 5.02, 'jul': 4.76, 'aug': 4.85, 'sep': 4.21, 'oct': 4.47, 'nov': 4.04, 'dec': 3.33}}","{'annual': 4.58, 'monthly': {'jan': 2.6, 'feb': 3.37, 'mar': 4.45, 'apr': 5.67, 'may': 6.14, 'jun': 6.42, 'jul': 6.14, 'aug': 5.83, 'sep': 4.82, 'oct': 4.01, 'nov': 3.07, 'dec': 2.41}}","{'annual': 5.1, 'monthly': {'jan': 3.87, 'feb': 4.49, 'mar': 5.18, 'apr': 5.82, 'may': 5.77, 'jun': 5.81, 'jul': 5.68, 'aug': 5.82, 'sep': 5.38, 'oct': 5.17, 'nov': 4.49, 'dec': 3.7}}",2025-09-01T19:26:07.834,4.39,4.58,5.1,5.487916333333334,47.81676071089706,4.6899999999999995,71.65949344160012
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Missouri,Kansas City,39.0997,-94.5786,"{'annual': 4.59, 'monthly': {'jan': 3.66, 'feb': 4.03, 'mar': 4.38, 'apr': 4.64, 'may': 5.06, 'jun': 5.4, 'jul': 5.75, 'aug': 5.39, 'sep': 5.26, 'oct': 4.23, 'nov': 3.63, 'dec': 3.57}}","{'annual': 4.25, 'monthly': {'jan': 2.2, 'feb': 2.97, 'mar': 4.0, 'apr': 4.96, 'may': 5.92, 'jun': 6.32, 'jul': 6.36, 'aug': 5.68, 'sep': 4.75, 'oct': 3.34, 'nov': 2.39, 'dec': 2.01}}","{'annual': 4.97, 'monthly': {'jan': 3.9, 'feb': 4.45, 'mar': 4.98, 'apr': 5.25, 'may': 5.58, 'jun': 5.68, 'jul': 5.86, 'aug': 5.8, 'sep': 5.67, 'oct': 4.71, 'nov': 4.01, 'dec': 3.77}}",2025-09-01T19:26:13.057,4.59,4.25,4.97,5.487916333333334,47.81676071089706,4.603333333333333,71.00916827901884
USA,Alabama,Birmingham,33.5186,-86.8104,4.3838415,5.599855,6.4800525,Montana,Billings,45.7833,-108.5007,"{'annual': 5.08, 'monthly': {'jan': 3.01, 'feb': 4.22, 'mar': 4.45, 'apr': 5.38, 'may': 5.99, 'jun': 6.55, 'jul': 8.16, 'aug': 7.1, 'sep': 5.81, 'oct': 4.31, 'nov': 3.13, 'dec': 2.72}}","{'annual': 4.09, 'monthly': {'jan': 1.51, 'feb': 2.48, 'mar': 3.61, 'apr': 4.99, 'may': 6.07, 'jun': 6.59, 'jul': 7.22, 'aug': 6.11, 'sep': 4.54, 'oct': 2.88, 'nov': 1.74, 'dec': 1.27}}","{'annual': 4.98, 'monthly': {'jan': 3.2, 'feb': 4.34, 'mar': 4.86, 'apr': 5.52, 'may': 5.8, 'jun': 5.9, 'jul': 6.74, 'aug': 6.52, 'sep': 5.86, 'oct': 4.6, 'nov': 3.44, 'dec': 2.89}}",2025-09-01T19:26:19.182,5.08,4.09,4.98,5.487916333333334,47.81676071089706,4.716666666666667,71.85959349162515
